txn_id,posted_date,account_id,merchant_name,gross_amount,currency,channel,status
A001244,19/03/2026,ACC0102,Dhillon & Sons,21.55,EUR,bank_transfer,settled
A001245,03/01/2026,ACC0026,Petra Logistics,90.12,GBP,card,settled
A001246,03/03/2026,ACC0057,"Wembley Tyres, Ltd",45.54,USD,bank_transfer,failed
A001247,17/01/2026,ACC0090,Northline Freight,16.61,gbp,card,reversed
A001248,01/03/2026,ACC0100,"Wembley Tyres, Ltd",79.21,GBP,card,settled
A001249,27/03/2026,ACC0004,Corner Cafe,71.55,GBP,card,settled
A001250,16/03/2026,ACC0103,Dhillon & Sons,276.25,EUR,card,settled
A001251,13/02/2026,ACC0029,Harrow Sports Club,172.11,GBP,bank_transfer,reversed
A001252,07/02/2026,ACC0072,Bolt & Screw Ltd,49.17,EUR,direct_debit,settled
A001253,13/02/2026,ACC0096,Sandbrook Utilities,350.59,USD,card,pending
A001254,25/02/2026,ACC0008,The Old Print Works,25.34,EUR,card,settled
A001255,02/01/2026,ACC0020,Dhillon & Sons,23.36,USD,card,reversed
A001256,11/02/2026,ACC0018,Kite Digital,150.07,gbp,direct_debit,settled
A001257,25/03/2026,ACC0068,Sandbrook Utilities,33.47,EUR,card,settled
A001258,22/03/2026,ACC0012,The Old Print Works,196.74,USD,card,settled
A001259,17/01/2026,ACC0035,Sandbrook Utilities,166.92,gbp,card,failed
A001260,02/03/2026,ACC0108,Petra Logistics,56.45,gbp,direct_debit,settled
A001261,20/01/2026,ACC0118,The Old Print Works,133.47,GBP,direct_debit,settled
A001262,09/03/2026,ACC0042,Sandbrook Utilities,13.04,GBP,bank_transfer,settled
A001263,13/02/2026,ACC0041,The Old Print Works,86.62,EUR,card,settled
A001264,21/01/2026,ACC0108,Northline Freight,60.08,EUR,direct_debit,pending
A001265,20/03/2026,ACC0030,Sandbrook Utilities,76.7,GBP,card,pending
A001266,04/01/2026,ACC0105,Bolt & Screw Ltd,16.28,EUR,card,failed
A001267,28/02/2026,ACC0089,Dhillon & Sons,37.69,GBP,card,settled
A001268,30/01/2026,ACC0073,Dhillon & Sons,52.53,GBP,card,failed
A001269,19/01/2026,ACC0011,The Old Print Works,190.83,GBP,direct_debit,failed
A001270,09/02/2026,ACC0109,Corner Cafe,194.82,gbp,direct_debit,reversed
A001271,20/03/2026,ACC0064,Dhillon & Sons,45.31,GBP,card,pending
A001272,30/03/2026,ACC0038,Northline Freight,24.32,USD,bank_transfer,settled
A001273,02/03/2026,ACC0048,"Marlow ""Fine"" Foods",21.68,gbp,direct_debit,settled
A001274,16/02/2026,ACC0057,Northline Freight,29.19,GBP,bank_transfer,settled
A001275,28/03/2026,ACC0056,"Wembley Tyres, Ltd",36.09,EUR,direct_debit,reversed
A001276,11/06/2026,ACC0083,Harrow Sports Club,258.56,USD,bank_transfer,settled
A001277,03/01/2026,ACC0022,Harrow Sports Club,127.11,GBP,card,settled
A001278,21/03/2026,ACC0039,Dhillon & Sons,35.4,EUR,card,settled
A001279,06/09/2026,ACC0104,The Old Print Works,37.46,EUR,card,settled
A001280,24/02/2026,ACC0104,Ashvale Clinic,75.77,gbp,direct_debit,settled
A001281,13/01/2026,ACC0103,Dhillon & Sons,39.45,EUR,card,reversed
A001282,10/03/2026,ACC0100,Corner Cafe,35.48,gbp,card,settled
A001283,28/02/2026,ACC0087,Petra Logistics,16.07,EUR,direct_debit,settled
A001284,12/11/2026,ACC0062,Sandbrook Utilities,748.45,gbp,direct_debit,pending
A001285,10/02/2026,ACC0095,Ashvale Clinic,49.93,USD,card,failed
A001286,27/01/2026,ACC0049,Corner Cafe,26.59,GBP,card,pending
A001287,14/02/2026,ACC0037,Sandbrook Utilities,94.13,GBP,bank_transfer,settled
A001288,16/02/2026,ACC0097,Kite Digital,243.78,USD,bank_transfer,settled
A001289,25/01/2026,ACC0064,Kite Digital,93.11,GBP,card,pending
A001290,28/02/2026,ACC0031,Ashvale Clinic,42.04,gbp,card,settled
A001291,18/02/2026,ACC0084,Ashvale Clinic,137.62,EUR,card,failed
A001292,28/03/2026,ACC0096,Bolt & Screw Ltd,263.65,EUR,card,settled
A001293,09/02/2026,ACC0083,"Wembley Tyres, Ltd",262.78,GBP,direct_debit,pending
A001294,19/02/2026,ACC0107,"Wembley Tyres, Ltd",25.63,EUR,direct_debit,settled
A001295,16/02/2026,ACC0024,Bolt & Screw Ltd,10.25,GBP,bank_transfer,reversed
A001296,13/03/2026,ACC0112,The Old Print Works,10.95,USD,card,settled
A001297,16/01/2026,ACC0058,Ashvale Clinic,349.59,GBP,card,settled
A001298,15/02/2026,ACC0007,Sandbrook Utilities,93.24,GBP,card,reversed
A001299,03/02/2026,ACC0075,Bolt & Screw Ltd,76.5,GBP,bank_transfer,pending
A001300,29/03/2026,ACC0055,Corner Cafe,259.24,GBP,direct_debit,failed
A001301,15/03/2026,ACC0115,The Old Print Works,8.28,GBP,card,settled
A001302,21/03/2026,ACC0025,Northline Freight,52.07,GBP,card,settled
A001303,08/02/2026,ACC0088,Harrow Sports Club,21.54,USD,card,settled
A001304,17/02/2026,ACC0101,Petra Logistics,16.9,GBP,card,settled
A001305,06/01/2026,ACC0014,Harrow Sports Club,41.08,GBP,card,reversed
A001306,12/02/2026,ACC0053,Ashvale Clinic,83.8,GBP,card,settled
A001307,05/01/2026,ACC0066,Sandbrook Utilities,101.88,GBP,direct_debit,pending
A001308,08/02/2026,ACC0069,Dhillon & Sons,296.72,EUR,card,pending
A001309,21/02/2026,ACC0015,"Marlow ""Fine"" Foods",78.37,GBP,card,settled
A001310,21/03/2026,ACC0083,Petra Logistics,52.9,GBP,card,pending
A001311,30/01/2026,ACC0115,Northline Freight,272.94,USD,direct_debit,reversed
A001312,26/01/2026,ACC0063,Bolt & Screw Ltd,171.93,USD,bank_transfer,settled
A001313,09/11/2026,ACC0007,"Wembley Tyres, Ltd",26.29,GBP,bank_transfer,pending
A001314,05/03/2026,ACC0033,Northline Freight,102.0,GBP,card,reversed
A001315,01/02/2026,ACC0010,Sandbrook Utilities,53.55,GBP,card,failed
A001316,13/01/2026,ACC0014,"Marlow ""Fine"" Foods",130.71,EUR,card,failed
A001317,17/03/2026,ACC0007,Sandbrook Utilities,93.35,GBP,bank_transfer,settled
A001318,30/01/2026,ACC0021,Bolt & Screw Ltd,158.78,GBP,bank_transfer,failed
A001319,15/01/2026,ACC0118,"Marlow ""Fine"" Foods",181.24,GBP,card,settled
A001320,21/01/2026,ACC0097,Corner Cafe,96.49,GBP,card,settled
A001321,11/03/2026,ACC0065,Corner Cafe,32.22,GBP,card,settled
A001322,12/01/2026,ACC0042,"Marlow ""Fine"" Foods",12.24,GBP,card,settled
A001323,25/03/2026,ACC0115,Harrow Sports Club,390.4,GBP,bank_transfer,settled
A001324,12/02/2026,ACC0066,Kite Digital,175.71,gbp,direct_debit,settled
A001325,02/02/2026,ACC0066,Harrow Sports Club,19.79,gbp,card,settled
A001326,07/12/2026,ACC0011,The Old Print Works,80.34,GBP,card,reversed
A001327,04/06/2026,ACC0019,The Old Print Works,10.11,GBP,card,failed
A001328,07/01/2026,ACC0088,Harrow Sports Club,77.26,GBP,card,settled
A001329,08/08/2026,ACC0042,Sandbrook Utilities,164.79,EUR,card,pending
A001330,13/03/2026,ACC0084,Corner Cafe,206.04,GBP,direct_debit,settled
A001331,25/01/2026,ACC0040,Sandbrook Utilities,141.0,GBP,card,pending
A001332,23/02/2026,ACC0111,The Old Print Works,4.98,GBP,card,pending
A001333,19/03/2026,ACC0078,Dhillon & Sons,64.23,GBP,card,reversed
A001334,08/02/2026,ACC0103,Harrow Sports Club,148.84,GBP,card,settled
A001335,09/03/2026,ACC0083,Bolt & Screw Ltd,21.75,EUR,bank_transfer,settled
A001336,22/02/2026,ACC0007,Northline Freight,51.75,GBP,direct_debit,failed
A001337,08/02/2026,ACC0029,Corner Cafe,59.74,GBP,direct_debit,settled
A001338,20/01/2026,ACC0050,Corner Cafe,82.58,USD,card,pending
A001339,06/03/2026,ACC0011,"Marlow ""Fine"" Foods",423.46,GBP,card,reversed
A001340,26/03/2026,ACC0059,Petra Logistics,18.81,GBP,card,settled
A001341,27/03/2026,ACC0106,Sandbrook Utilities,160.58,USD,card,failed
A001342,17/02/2026,ACC0010,Harrow Sports Club,44.83,GBP,direct_debit,settled
A001343,12/03/2026,ACC0094,Corner Cafe,51.75,gbp,direct_debit,reversed
A001344,12/06/2026,ACC0026,"Wembley Tyres, Ltd",13.38,GBP,bank_transfer,failed
A001345,20/02/2026,ACC0062,The Old Print Works,71.38,GBP,card,settled
A001346,19/02/2026,ACC0056,Corner Cafe,50.15,GBP,bank_transfer,pending
A001347,07/02/2026,ACC0055,Bolt & Screw Ltd,38.02,USD,card,settled
A001348,10/02/2026,ACC0045,Sandbrook Utilities,21.93,GBP,bank_transfer,settled
A001349,11/02/2026,ACC0116,Corner Cafe,79.4,GBP,card,settled
A001350,22/02/2026,ACC0039,Bolt & Screw Ltd,16.47,GBP,card,settled
A001351,17/02/2026,ACC0043,Ashvale Clinic,43.18,GBP,card,pending
A001352,02/02/2026,ACC0079,Ashvale Clinic,21.25,GBP,card,reversed
A001353,17/03/2026,ACC0108,Bolt & Screw Ltd,46.76,GBP,direct_debit,settled
A001354,23/02/2026,ACC0054,Harrow Sports Club,295.27,GBP,bank_transfer,settled
A001355,19/03/2026,ACC0089,Harrow Sports Club,167.58,EUR,card,reversed
A001356,16/03/2026,ACC0034,Kite Digital,121.76,EUR,bank_transfer,settled
A001357,23/02/2026,ACC0055,Sandbrook Utilities,23.31,gbp,card,settled
A001358,07/02/2026,ACC0083,Petra Logistics,188.4,GBP,card,pending
A001359,12/02/2026,ACC0014,"Marlow ""Fine"" Foods",64.01,gbp,direct_debit,settled
A001360,28/03/2026,ACC0011,"Marlow ""Fine"" Foods",41.39,gbp,direct_debit,settled
A001361,04/03/2026,ACC0043,Sandbrook Utilities,108.46,GBP,card,settled
A001362,02/02/2026,ACC0076,Corner Cafe,512.68,USD,direct_debit,failed
A001363,21/02/2026,ACC0013,Ashvale Clinic,263.11,GBP,card,settled
A001364,13/02/2026,ACC0029,Corner Cafe,147.81,gbp,direct_debit,settled
A001365,18/03/2026,ACC0116,Northline Freight,65.34,USD,direct_debit,settled
A001366,23/02/2026,ACC0084,Dhillon & Sons,67.04,USD,bank_transfer,reversed
A001367,31/01/2026,ACC0091,Sandbrook Utilities,106.36,gbp,card,settled
A001368,14/02/2026,ACC0005,Dhillon & Sons,188.77,GBP,card,reversed
A001369,20/01/2026,ACC0070,"Wembley Tyres, Ltd",9.84,USD,card,reversed
A001370,10/02/2026,ACC0010,"Marlow ""Fine"" Foods",126.41,GBP,card,pending
A001371,01/03/2026,ACC0073,"Wembley Tyres, Ltd",18.68,EUR,card,pending
A001372,13/02/2026,ACC0084,Kite Digital,179.17,GBP,direct_debit,settled
A001373,23/03/2026,ACC0010,Northline Freight,127.09,USD,card,pending
A001374,10/01/2026,ACC0062,The Old Print Works,59.06,USD,card,settled
A001375,23/01/2026,ACC0063,Kite Digital,10.7,USD,card,settled
A001376,04/01/2026,ACC0113,Sandbrook Utilities,129.9,GBP,bank_transfer,settled
A001377,09/02/2026,ACC0007,Corner Cafe,36.56,gbp,card,settled
A000255,16/03/2026,ACC0096,Kite Digital,249.1,EUR,direct_debit,settled
A001379,26/02/2026,ACC0011,Corner Cafe,126.98,USD,card,settled
A001380,02/01/2026,ACC0063,Dhillon & Sons,28.53,GBP,card,failed
A001381,12/01/2026,ACC0046,Bolt & Screw Ltd,74.87,USD,direct_debit,reversed
A001382,13/01/2026,ACC0046,"Wembley Tyres, Ltd",52.41,EUR,direct_debit,pending
A001383,23/03/2026,ACC0042,Northline Freight,10.53,GBP,bank_transfer,settled
A001384,14/02/2026,ACC0048,Dhillon & Sons,96.51,gbp,bank_transfer,reversed
A001385,26/02/2026,ACC0047,Sandbrook Utilities,30.43,GBP,card,reversed
A001386,29/03/2026,ACC0058,Northline Freight,91.92,EUR,bank_transfer,settled
A001387,14/03/2026,ACC0012,Ashvale Clinic,40.89,gbp,card,failed
A001388,20/02/2026,ACC0107,Petra Logistics,70.8,GBP,card,settled
A001389,25/02/2026,ACC0042,Dhillon & Sons,,GBP,card,reversed
A001390,07/01/2026,ACC0006,Dhillon & Sons,42.68,gbp,card,failed
A001391,03/08/2026,ACC0003,Kite Digital,39.37,USD,card,pending
A001392,19/03/2026,ACC0087,The Old Print Works,74.81,USD,card,settled
A001393,05/05/2026,ACC0004,Bolt & Screw Ltd,49.08,GBP,card,pending
A001394,07/01/2026,ACC0008,"Marlow ""Fine"" Foods",51.24,GBP,card,reversed
A001395,24/03/2026,ACC0056,Bolt & Screw Ltd,33.12,EUR,card,pending
A001396,08/06/2026,ACC0096,Kite Digital,86.47,gbp,card,reversed
A001397,17/03/2026,ACC0120,"Marlow ""Fine"" Foods",11.36,GBP,direct_debit,settled
A001398,11/01/2026,ACC0064,Kite Digital,60.21,GBP,card,reversed
A001399,11/01/2026,ACC0002,Harrow Sports Club,337.57,USD,direct_debit,pending
A001400,17/01/2026,ACC0595,Sandbrook Utilities,177.08,USD,card,settled
A001401,03/01/2026,ACC0113,"Marlow ""Fine"" Foods",122.18,GBP,bank_transfer,settled
A001402,22/03/2026,ACC0049,Harrow Sports Club,6.5,GBP,card,reversed
A001403,30/01/2026,ACC0057,Bolt & Screw Ltd,2.06,USD,card,reversed
A001404,20/01/2026,ACC0092,"Wembley Tyres, Ltd",108.39,gbp,card,settled
A001405,17/03/2026,ACC0015,"Wembley Tyres, Ltd",47.31,GBP,card,settled
A001406,29/01/2026,ACC0011,Harrow Sports Club,7.04,GBP,card,failed
A001407,24/02/2026,ACC0065,"Wembley Tyres, Ltd",298.04,EUR,bank_transfer,settled
A001408,28/02/2026,ACC0081,Petra Logistics,172.27,GBP,card,pending
A001409,09/10/2026,ACC0018,Ashvale Clinic,194.12,EUR,bank_transfer,pending
A001410,08/03/2026,ACC0063,The Old Print Works,15.15,EUR,card,pending
A001411,28/01/2026,ACC0081,"Wembley Tyres, Ltd",21.11,EUR,card,failed
A001412,22/02/2026,ACC0048,Northline Freight,18.57,gbp,direct_debit,settled
A001413,27/03/2026,ACC0071,Sandbrook Utilities,35.36,gbp,card,failed
A001414,21/02/2026,ACC0119,Harrow Sports Club,42.37,GBP,direct_debit,reversed
A001415,15/01/2026,ACC0020,Sandbrook Utilities,71.49,USD,bank_transfer,pending
A001416,17/01/2026,ACC0014,Northline Freight,27.24,GBP,bank_transfer,settled
A001417,24/03/2026,ACC0046,The Old Print Works,93.8,EUR,bank_transfer,pending
A001418,15/03/2026,ACC0025,Harrow Sports Club,162.5,EUR,card,pending
A001419,11/02/2026,ACC0060,Sandbrook Utilities,112.6,USD,card,reversed
A001420,03/01/2026,ACC0112,Kite Digital,83.68,GBP,direct_debit,settled
A001421,25/01/2026,ACC0056,Dhillon & Sons,41.92,gbp,direct_debit,reversed
A001422,08/03/2026,ACC0064,"Marlow ""Fine"" Foods",60.29,gbp,direct_debit,pending
A001423,14/03/2026,ACC0093,"Marlow ""Fine"" Foods",101.35,GBP,card,settled
A001424,02/02/2026,ACC0036,"Marlow ""Fine"" Foods",564.74,GBP,card,settled
A001425,01/02/2026,ACC0040,Sandbrook Utilities,57.91,gbp,bank_transfer,settled
A001426,22/02/2026,ACC0082,Dhillon & Sons,19.01,USD,card,settled
A001427,17/02/2026,ACC0055,"Marlow ""Fine"" Foods",84.47,gbp,card,settled
A001428,27/03/2026,ACC0065,Petra Logistics,61.55,USD,card,settled
A001429,27/01/2026,ACC0089,Sandbrook Utilities,77.31,GBP,card,reversed
A001430,11/02/2026,ACC0067,Dhillon & Sons,10.0,USD,card,failed
A001431,01/02/2026,ACC0037,"Wembley Tyres, Ltd",18.53,GBP,card,pending
A001432,20/03/2026,ACC0062,"Wembley Tyres, Ltd",40.34,gbp,card,settled
A001433,11/02/2026,ACC0120,The Old Print Works,38.19,EUR,direct_debit,failed
A001434,29/01/2026,ACC0113,Ashvale Clinic,17.24,EUR,direct_debit,settled
A001435,25/01/2026,ACC0048,"Wembley Tyres, Ltd",102.03,GBP,card,settled
A001436,10/03/2026,ACC0018,Petra Logistics,77.45,gbp,card,reversed
A001437,22/01/2026,ACC0059,Corner Cafe,131.01,gbp,bank_transfer,settled
A001438,10/02/2026,ACC0073,Corner Cafe,98.37,EUR,card,pending
A001439,21/01/2026,ACC0083,Harrow Sports Club,15.92,GBP,card,settled
A001440,30/01/2026,ACC0024,Ashvale Clinic,50.88,GBP,bank_transfer,pending
A001441,23/02/2026,ACC0022,Northline Freight,108.15,GBP,card,settled
A001442,05/02/2026,ACC0040,Northline Freight,22.75,gbp,bank_transfer,settled
A001443,07/03/2026,ACC0028,The Old Print Works,62.82,EUR,card,settled
A001444,08/01/2026,ACC0074,Ashvale Clinic,45.91,EUR,card,settled
A001445,27/03/2026,ACC0032,Petra Logistics,63.66,GBP,direct_debit,settled
A001446,15/02/2026,ACC0060,"Marlow ""Fine"" Foods",99.64,GBP,card,reversed
A001447,19/03/2026,ACC0109,Harrow Sports Club,239.43,GBP,bank_transfer,pending
A001448,17/03/2026,ACC0042,"Marlow ""Fine"" Foods",162.55,USD,card,settled
A001449,16/03/2026,ACC0106,Northline Freight,397.11,GBP,card,pending
A001450,21/01/2026,ACC0119,The Old Print Works,67.89,GBP,bank_transfer,settled
A001451,17/02/2026,ACC0080,Sandbrook Utilities,125.25,USD,card,failed
A001452,04/01/2026,ACC0088,Harrow Sports Club,39.09,GBP,card,settled
A001453,10/02/2026,ACC0029,The Old Print Works,64.94,GBP,direct_debit,settled
A001454,01/02/2026,ACC0078,Harrow Sports Club,94.75,gbp,card,settled
A001455,10/03/2026,ACC0076,The Old Print Works,251.25,EUR,card,failed
A001456,30/03/2026,ACC0118,Kite Digital,70.84,EUR,direct_debit,settled
A001457,04/01/2026,ACC0089,Corner Cafe,7.85,EUR,card,settled
A001458,18/03/2026,ACC0007,Petra Logistics,66.96,GBP,card,settled
A001459,06/01/2026,ACC0065,Bolt & Screw Ltd,35.58,GBP,card,reversed
A001460,24/02/2026,ACC0110,Kite Digital,51.9,GBP,card,settled
A001461,19/03/2026,ACC0068,Dhillon & Sons,99.91,EUR,card,failed
A001462,04/03/2026,ACC0118,"Wembley Tyres, Ltd",8.46,USD,direct_debit,failed
A001463,13/02/2026,ACC0058,Northline Freight,219.54,gbp,card,settled
A001464,17/03/2026,ACC0115,Bolt & Screw Ltd,142.24,GBP,direct_debit,settled
A001465,10/02/2026,ACC0120,Kite Digital,183.52,GBP,card,reversed
A001466,07/02/2026,ACC0037,Ashvale Clinic,356.46,GBP,card,settled
A001467,14/01/2026,ACC0074,The Old Print Works,31.41,EUR,card,settled
A001468,11/03/2026,ACC0072,The Old Print Works,60.37,GBP,card,pending
A001469,01/10/2026,ACC0028,Kite Digital,88.89,USD,card,settled
A001470,02/03/2026,ACC0053,Bolt & Screw Ltd,31.61,gbp,card,settled
A001471,27/02/2026,ACC0111,Dhillon & Sons,146.88,EUR,card,pending
A001472,31/03/2026,ACC0077,Northline Freight,11.2,EUR,bank_transfer,failed
A001473,18/02/2026,ACC0084,Dhillon & Sons,65.71,GBP,card,reversed
A001474,24/02/2026,ACC0092,The Old Print Works,93.42,EUR,card,settled
A001475,08/03/2026,ACC0022,Dhillon & Sons,10.07,EUR,card,settled
A001476,09/01/2026,ACC0064,Sandbrook Utilities,36.08,GBP,bank_transfer,pending
A001477,02/01/2026,ACC0067,Petra Logistics,88.53,GBP,bank_transfer,settled
A001478,13/01/2026,ACC0012,Bolt & Screw Ltd,25.67,EUR,card,settled
A001479,11/03/2026,ACC0015,"Wembley Tyres, Ltd",37.61,GBP,direct_debit,settled
A001480,21/03/2026,ACC0114,Sandbrook Utilities,20.67,EUR,card,reversed
A001481,19/02/2026,ACC0005,Petra Logistics,39.86,USD,card,settled
A001482,27/03/2026,ACC0088,Ashvale Clinic,40.55,gbp,direct_debit,settled
A001483,04/12/2026,ACC0068,Northline Freight,25.28,GBP,bank_transfer,settled
A001484,21/01/2026,ACC0114,"Marlow ""Fine"" Foods",19.43,USD,direct_debit,failed
A001485,10/01/2026,ACC0105,"Marlow ""Fine"" Foods",5.57,GBP,card,failed
A001486,17/03/2026,ACC0079,Dhillon & Sons,27.56,GBP,direct_debit,pending
A001487,28/01/2026,ACC0059,Petra Logistics,24.1,GBP,bank_transfer,settled
A001488,16/03/2026,ACC0064,Petra Logistics,51.35,GBP,card,settled
A001489,15/02/2026,ACC0105,"Wembley Tyres, Ltd",36.04,GBP,card,settled
A001490,23/01/2026,ACC0102,Kite Digital,26.9,GBP,bank_transfer,settled
A001491,14/01/2026,ACC0008,Corner Cafe,465.04,gbp,direct_debit,settled
A001492,28/03/2026,ACC0010,"Marlow ""Fine"" Foods",54.86,GBP,card,settled
A001493,06/03/2026,ACC0074,Kite Digital,66.01,GBP,card,settled
A001494,17/01/2026,ACC0077,The Old Print Works,64.01,EUR,card,settled
A001495,05/02/2026,ACC0001,The Old Print Works,22.18,gbp,card,pending
A001496,22/01/2026,ACC0051,Kite Digital,18.3,EUR,card,settled
A001497,22/01/2026,  ACC0005 ,"Wembley Tyres, Ltd",59.13,GBP,bank_transfer,failed
A001498,27/03/2026,ACC0031,"Marlow ""Fine"" Foods",79.69,GBP,direct_debit,failed
A001499,28/01/2026,ACC0043,Petra Logistics,39.35,GBP,card,settled
A001500,02/03/2026,ACC0015,Northline Freight,340.7,USD,bank_transfer,settled
A001501,11/02/2026,ACC0066,Sandbrook Utilities,17.72,USD,bank_transfer,reversed
A001502,06/03/2026,ACC0118,Northline Freight,211.13,EUR,bank_transfer,settled
A001503,30/03/2026,ACC0084,Northline Freight,95.6,GBP,card,failed
A001504,22/01/2026,ACC0057,Kite Digital,240.75,GBP,bank_transfer,settled
A001505,16/02/2026,ACC0046,Petra Logistics,26.0,EUR,card,settled
A001506,31/01/2026,ACC0010,Harrow Sports Club,39.24,GBP,card,settled
A001507,04/03/2026,ACC0081,Petra Logistics,56.11,GBP,direct_debit,settled
A001508,15/03/2026,ACC0067,Harrow Sports Club,43.92,USD,card,settled
A001509,06/01/2026,ACC0090,Bolt & Screw Ltd,371.88,GBP,card,reversed
A001510,12/02/2026,ACC0035,Ashvale Clinic,33.52,GBP,card,settled
A001511,02/06/2026,ACC0103,Sandbrook Utilities,95.44,GBP,card,settled
A001512,20/03/2026,ACC0067,Kite Digital,25.67,USD,bank_transfer,failed
A001513,06/02/2026,ACC0037,Petra Logistics,56.57,GBP,bank_transfer,pending
A001514,20/02/2026,ACC0030,Corner Cafe,583.91,GBP,card,pending
A001515,22/03/2026,ACC0100,Dhillon & Sons,35.24,USD,card,pending
A001516,20/01/2026,ACC0115,Corner Cafe,10.26,EUR,card,reversed
A001517,10/02/2026,ACC0077,Harrow Sports Club,230.01,gbp,card,reversed
A001518,16/03/2026,ACC0060,Dhillon & Sons,79.82,gbp,card,failed
A001519,12/01/2026,ACC0020,Bolt & Screw Ltd,23.23,gbp,direct_debit,reversed
A001520,28/01/2026,ACC0098,The Old Print Works,405.96,GBP,direct_debit,reversed
A001521,19/02/2026,ACC0037,Ashvale Clinic,73.18,gbp,card,settled
A001522,14/01/2026,ACC0033,The Old Print Works,103.11,USD,bank_transfer,pending
A001523,26/03/2026,ACC0029,Petra Logistics,47.98,gbp,direct_debit,pending
A001524,29/01/2026,ACC0061,Bolt & Screw Ltd,73.43,gbp,bank_transfer,failed
A001525,06/03/2026,ACC0101,"Marlow ""Fine"" Foods",22.69,USD,card,pending
A001526,20/03/2026,ACC0080,Dhillon & Sons,19.92,GBP,card,failed
A001527,22/02/2026,ACC0070,Petra Logistics,187.23,GBP,bank_transfer,settled
A001528,27/03/2026,ACC0063,"Marlow ""Fine"" Foods",22.05,USD,direct_debit,failed
A001529,27/02/2026,ACC0038,"Marlow ""Fine"" Foods",13.9,gbp,card,failed
A001530,27/03/2026,ACC0064,Kite Digital,122.14,GBP,bank_transfer,pending
A001531,28/01/2026,ACC0090,Sandbrook Utilities,8.65,USD,card,pending
A001532,01/03/2026,ACC0102,Dhillon & Sons,36.9,GBP,card,pending
A001533,09/08/2026,ACC0069,Ashvale Clinic,48.3,GBP,bank_transfer,settled
A001534,11/02/2026,  ACC0104 ,Bolt & Screw Ltd,32.96,GBP,bank_transfer,settled
A001535,06/04/2026,ACC0012,Bolt & Screw Ltd,82.2,EUR,bank_transfer,settled
A001536,27/02/2026,ACC0077,"Wembley Tyres, Ltd",481.2,gbp,card,pending
A001537,12/01/2026,ACC0030,Dhillon & Sons,49.45,EUR,card,settled
A001538,25/01/2026,ACC0081,Sandbrook Utilities,32.32,GBP,bank_transfer,settled
A001539,08/03/2026,ACC0083,Ashvale Clinic,8.2,GBP,card,pending
A001540,23/03/2026,ACC0104,Corner Cafe,123.97,GBP,card,settled
A001541,13/02/2026,ACC0064,Kite Digital,101.28,GBP,card,reversed
A001542,26/02/2026,ACC0032,"Marlow ""Fine"" Foods",109.82,GBP,direct_debit,settled
A001543,09/02/2026,ACC0078,Petra Logistics,20.79,USD,direct_debit,settled
A001544,27/03/2026,ACC0110,Dhillon & Sons,66.43,GBP,direct_debit,settled
A001545,06/01/2026,ACC0037,Corner Cafe,54.74,gbp,card,settled
A001546,11/01/2026,ACC0035,Petra Logistics,267.01,EUR,card,failed
A001547,11/02/2026,ACC0014,"Marlow ""Fine"" Foods",25.73,GBP,card,pending
A001548,12/03/2026,ACC0001,Northline Freight,21.45,GBP,card,settled
A001549,15/03/2026,ACC0071,The Old Print Works,282.21,EUR,bank_transfer,settled
A001550,07/03/2026,ACC0067,Ashvale Clinic,3.68,USD,card,settled
A001551,18/03/2026,ACC0011,Kite Digital,38.61,EUR,card,pending
A001552,25/03/2026,ACC0005,"Marlow ""Fine"" Foods",30.41,GBP,card,settled
A001553,25/02/2026,ACC0022,Bolt & Screw Ltd,77.73,GBP,card,reversed
A001554,17/03/2026,ACC0053,"Wembley Tyres, Ltd",80.67,GBP,card,settled
A001555,12/01/2026,ACC0035,Dhillon & Sons,9.75,gbp,card,failed
A001556,31/03/2026,ACC0112,Kite Digital,86.58,GBP,direct_debit,settled
A001557,03/05/2026,  ACC0087 ,Petra Logistics,36.47,gbp,card,settled
A001558,15/03/2026,ACC0048,Corner Cafe,113.36,GBP,card,pending
A001559,29/01/2026,ACC0010,Bolt & Screw Ltd,3.82,gbp,card,settled
A001560,19/01/2026,ACC0103,The Old Print Works,127.78,GBP,card,settled
A001561,30/01/2026,ACC0019,The Old Print Works,100.05,GBP,bank_transfer,settled
A001562,28/01/2026,ACC0048,"Wembley Tyres, Ltd",35.37,EUR,bank_transfer,failed
A001563,30/01/2026,ACC0062,Harrow Sports Club,19.66,GBP,card,settled
A001564,24/03/2026,ACC0074,Harrow Sports Club,,GBP,card,settled
A001565,30/03/2026,ACC0070,Sandbrook Utilities,186.29,USD,bank_transfer,settled
A001566,02/03/2026,ACC0044,Ashvale Clinic,272.34,USD,direct_debit,reversed
A001567,02/02/2026,ACC0103,Petra Logistics,213.3,gbp,direct_debit,reversed
A001568,02/01/2026,ACC0029,Harrow Sports Club,52.91,GBP,card,pending
A001569,28/03/2026,ACC0044,"Marlow ""Fine"" Foods",8.13,gbp,card,settled
A001570,26/02/2026,ACC0009,Dhillon & Sons,17.92,gbp,direct_debit,pending
A001571,23/01/2026,ACC0022,Dhillon & Sons,56.08,USD,bank_transfer,settled
A001572,14/01/2026,ACC0028,Bolt & Screw Ltd,26.24,GBP,bank_transfer,pending
A001573,18/02/2026,ACC0081,Kite Digital,66.34,GBP,card,settled
A001574,02/01/2026,ACC0046,Northline Freight,29.57,GBP,card,settled
A001575,19/01/2026,ACC0117,Kite Digital,28.86,gbp,bank_transfer,settled
